ID,Market,Region,Customer Feedback,NPS,ROUTERID
17326997,Singapore,North-East,Keeps disconnecting or cannot receive wifi signal...also keeps hanging especially at night,1,4385
16238100,Singapore,North,All good except price,8,4386
16238100,Singapore,North,8,9,4387
15798414,Singapore,North-East,Cant get access,2,4388
19763754,Singapore,West,"Reasonable pricing, fast internet and never had a problem with my broadband services.",10,4389
21073694,Singapore,North-East,Not strong enough,5,4390
21073694,Singapore,North-East,"Broadband sometimes working, sometimes not working",0,4391
16161539,Singapore,East,,10,4392
17547560,Singapore,North-East,"In home coverage in all rooms isn't good,where same connection was good in my previous home which is same size",7,4393
13636701,Singapore,East,Coverage is not good so I need to use multiple node mesh,4,4394
13636701,Singapore,East,No encouragement nor any intention to retain existing loyal customer,6,4395
14244150,Singapore,Central,No compensation during downtime. And the hours  can be long sometimes.,3,4396
13455978,Singapore,North-East,Same broadband pricing as competitors.,8,4397
21703464,Singapore,North-East,Maybe too many gadgets so connection got interruption...,5,4398
18305492,Singapore,West,Your prices are not competitive,7,4399
15712969,Singapore,North-East,No big issue so far.,8,4400
15712969,Singapore,North-East,"Price for home broadband should be keep low, as using more mobile data now",10,4401
18147326,Singapore,North,Inconsistent bandwith. Slow download speeds. Terrible overall,0,4402
13782620,Singapore,East,"Experience poor WiFi coverage as living in a penthouse, some rooms no coverage even with Google WiFi",3,4403
20418481,Singapore,North-East,Internet service too slow in response,8,4404
13620617,Singapore,North-East,No comment,7,4405
15684649,Singapore,North,"Extremely inflexible procedures when requesting for service/repair.  Even when it is very clear that no internet is due to external problems (eg external cabling or connection at Netlink location), Starhub still insists on making appointment to check my modem when my modem has no problem at all).   The first appointment already causes inconvenience when I need to return home early from work for the appointment for Starhub to check.  Then I still have to rearrange my  schedule again and cause another round of major inconvenience for the second appointment for Netlink to check.",1,4406
12654363,Singapore,West,No comments,8,4407
21248654,Singapore,East,Some glitches w the wifi dat caused the tv shows to lag,7,4408
13776380,Singapore,North,There's always problems for my broadband in the house. Rewards are poor for a loyal customer like me. It's not attractive and always paying more and more each time.,5,4409
13776380,Singapore,North,"Broadband is always intermittent, causing Netflix, YouTube unavailable at times. Always need to reset",6,4410
20894888,Singapore,North-East,Unstable connectivity will happen sometimes like once or twice every week. Lastly I don't understand Q3.,7,4411
5936900,Singapore,West,Have room for improvement,6,4412
5703377,Singapore,North,Other ISP have more competitive  pricing and offers.,7,4413
22911159,Singapore,North,,10,4414
14424870,Singapore,West,"Its definitely affordable, connection is consistent and smooth. Along with new software and hardware, installations are much easier and faster",10,4415
20075036,Singapore,North-East,I am an avid starhub user but lately my home wifi is not wotking well despite upgrading...,4,4416
15050559,Singapore,West,Good service good price and flexibility,9,4417
14814636,Singapore,North,"Weak Wifi signal,  bad customer service",0,4418
21933144,Singapore,North-East,no comments,10,4419
6564750,Singapore,North-East,StarHub should look into providing more benefits to loyal customers who have been with the service provider for 5 years and more. Current promotion doesn't really entice some customers to remain with StarHub as the prices are not competitive enough,9,4420
6564750,Singapore,North-East,Service and pricing are just plain bad. Nothing entices customers for the longest time,1,4421
6052102,Singapore,North-East,"The internet broadband speeds is too slow.  There is no 2Gbps service.  Only 1+1, which is useless for wifi network.  The new entertainment TV package is hard to use, and many channels are not available - need additional $$, so it's expensive.  And can't get local channels - don't understand why need to buy another router.",5,4422
14352629,Singapore,North,Hard to find a real person to talk,8,4423
22014025,Singapore,North,nothing,10,4424
13592297,Singapore,East,Broadband spotty at time especially at night sometimes can be really slow,7,4425
17747000,Singapore,North-East,Nil,4,4426
13649178,Singapore,North,Jumping connection Too expensive In some rooms the signal is very weak,3,4427
13649178,Singapore,North,Overpriced,5,4428
13649178,Singapore,North,Too expensive,5,4429
16034814,Singapore,North-East,Nil,10,4430
20931129,Singapore,North,"Prices are competitive only to other major operators but some minor operators gives better offer.  While connections is more stable, by word of mouth,not everyone actually care much if their high latency connection is actually to what they subscribe. As long as theres internet at an acceptable speed, most of the consumers wouldn't complain.",2,4431
5712017,Singapore,North,Broadband pricing is abit high,10,4432
18902858,Singapore,East,Peak hours wifi speed sometimes slow,5,4433
19448626,Singapore,East,No comments,4,4434
19448626,Singapore,East,No comments,5,4435
22444832,Singapore,Central,Intermittent connection.,8,4436
21779542,Singapore,North,"Wifi not very stable, accassional loss of signal",6,4437
18887498,Singapore,East,Still some blind corners n in the evening internet slow,8,4438
19658390,Singapore,North-East,fuss free and not so problematic like other providers,9,4439
11552986,Singapore,North,Some programs that were good were removed.,3,4440
14886397,Singapore,East,The wifi signal is weak sometimes,7,4441
18416371,Singapore,North-East,I am very satisfied with your service,9,4442
19837432,Singapore,North-East,As a customer I am getting fair service from Starhub,7,4443
17838682,Singapore,North-East,Ok,8,4444
19043980,Singapore,North-East,been having connection issues very often after I switched to the new service,4,4445
15603288,Singapore,East,Stable so far and speed acceptable along with ok pricing. Hope no future disruption,8,4446
6394107,Singapore,North-East,If any problems matters r rectified,10,4447
6508247,Singapore,North,All just nice,7,4448
6491927,Singapore,Central,"The broadband service is slow and bad. Intermittently cut all the time. I have changed routers, added additional boosters, etc. I am not getting what I paid for.",0,4449
6491927,Singapore,Central,The broadband speed and connection sucks. The connection keeps cutting off more and more often. My online meetings are a mess because of this.,0,4450
6126641,Singapore,East,Na,8,4451
12063612,Singapore,East,TV reception very unstable,5,4452
5798556,Singapore,East,unable to get the netflix channel.Sometime the screen just went blank,5,4453
19759809,Singapore,East,No comments,6,4454
14443008,Singapore,West,I have never encountered any issue with the broadband service. Good job!,8,4455
20595262,Singapore,West,"The wi-fi speed is very inconsistent, the coverage across our home is not good",5,4456
11829848,Singapore,North,Overall I'm happy with the service,10,4457
20609182,Singapore,West,Nothing,8,4458
22318968,Singapore,Central,Extremely poor routing.,3,4459
6196962,Singapore,North-East,Nothing specific,5,4460
5851117,Singapore,North-East,For Starhub TV: 1) No Golf Channel. 2) No longer screening LPGA ? 3) No longer having Fox Channels ?,6,4461
5851117,Singapore,North-East,Broadband speed very slow. Often less than 100Mbs,5,4462
22068884,Singapore,North-East,"We have 1 extended router which is placed in our masterbedroom, however there is no connection in the other 2 rooms which are closer to living room. Even so, our broadband has always been laggy or disconnected. Ive called starhub services to get a guy to come down to check but none is willing. All you did was to ask me to do several checks by myself. I do not have the ample time to do so as i have an infant at home and most of the time he needs my attention 24/7.",0,4463
20540301,Singapore,North-East,Lousy to the max and poor post customer service,0,4464
20540301,Singapore,North-East,Haven't sort out my queries since,1,4465
22656653,Singapore,East,The coverage is poor across home,1,4466
11138397,Singapore,North,"Cheapest basics plan in town, 24hrs good signal and connection.",8,4467
19218361,Singapore,North-East,Update customers comments.,7,4468
6452806,Singapore,North-East,Na,8,4469
17732018,Singapore,North,Nil,0,4470
6504407,Singapore,North-East,"Price not really competitive. Service wise is ok, feels the infrastructure is getting better, less down time experienced.",7,4471
11289360,Singapore,North-East,Poor Internet speed. Charges not well communicated in advance,1,4472
15394862,Singapore,North,Customer services has many rooms for improvement. Lack of loyalty rewards made long time customer feel left out.,5,4473
15394862,Singapore,North,Customer service especially long term customer shall be valued and provided with new contract with better terms,7,4474
6594888,Singapore,West,!,2,4475
18472909,Singapore,East,The Nokia beacons sometimes doesn't work other wise the service is good,10,4476
15268861,Singapore,East,"Overall good, but sometime not stable.",10,4477
19572366,Singapore,East,Intermittent wifi connection although restArt the router few times,4,4478
11102877,Singapore,North-East,Very bad wifi coverage. Everytime need to off on the router. Been with starhub for 2decades since SCV time but very dissatisfied with starhub this time.,0,4479
15673987,Singapore,West,Long term customer,8,4480
14067162,Singapore,North,I have been working from home for almost a year and I do still experience slow network.,2,4481
21856001,Singapore,North-East,0,0,4482
14439648,Singapore,East,Too long to type,0,4483
14439648,Singapore,East,Too long to type here,0,4484
13587395,Singapore,North-East,got some dead spot in the house not sure if its the wifi or others,8,4485
17791779,Singapore,East,Consistently inconsistently connections. Customer service agent reassured me multiple times that he would escalate and that I would receive a call between 2pm-4pm today. I told him I strongly suspected starhun would not call but he insisted to follow up. Starhub did not call today as expected.,0,4486
18755874,Singapore,North-East,Na,9,4487
11763847,Singapore,West,Nil.,8,4488
6346244,Singapore,Central,Na,8,4489
22383049,Singapore,East,Not enough competitiveness,5,4490
11330160,Singapore,North,"The broadband speed here is extremely unstable, there are many days and nights it drops very low to like 85mbps and some days 250mbps on Wi-Fi, recently there are a few times there is no internet for a while when we were working online or attending class online early in morning 5am",4,4491
17356172,Singapore,North,Intermittent lag and inconsistency,0,4492
17356172,Singapore,North,It's super funny to give 12 months free Disney or Netflix for a 24 months subscription. That's not fair,0,4493
5895757,Singapore,North-East,Hope the pricing would be cheaper for loyal customer like me who has stayed with your company for so many years,6,4494
5895757,Singapore,North-East,service quite reliable,6,4495
19024678,Singapore,North,"So far, service is gd but there is always room for improvement.",8,4496
13587875,Singapore,North-East,Slow network,0,4497
19714928,Singapore,North-East,Broadband speed and phone reception depend on location. Phone packages not attractive.,7,4498
18535550,Singapore,East,It's becoming pointless being with StarHub.,0,4499
6287443,Singapore,North-East,Nil,0,4500
14307166,Singapore,North,"For pricing, we should only be charged for which channels we watch",10,4501
18791394,Singapore,East,"As customer, we always like to have worth for value but good in service package",8,4502
20639183,Singapore,West,As experienced.,8,4503
13968041,Singapore,Central,"Sometimes internet connection is unstable (auto cut off or poor quality). Even though it is for a short time, it is disruptive when I am working from home. Wifi coverage is so so only, the room next to the router has almost no coverage.",8,4504
19501565,Singapore,North,Staff not friendly and they are not sure of the product,7,4505
6125502,Singapore,North-East,"Your programme choice is soooo bad. The movies are so poor, and all old. Very poor programming. Latest Academy award movies should be shown not repeat the same old boring movies.",0,4506
20622923,Singapore,Central,The Nokia WiFi router is the worst router I have ever used. I can not recommend your service knowing that the connection is unstable,3,4507
20622923,Singapore,Central,The home hub is buggy and un reliable. When it works the broadband is great but because of the Nokia home hub being a sub par device I plan on moving my service when my contract is up to get a better router.,5,4508
15853810,Singapore,North,Some provider gives better package to retain existing customers.,7,4509
14014422,Singapore,North-East,Your mobile data is always lagging and the wifi is.constantly slow which ive alreadh reported multiple times.all.was said was off and reset and reset and few more days it will be the same,4,4510
11317021,Singapore,West,Value for money,10,4511
16490300,Singapore,North-East,Initially when re-contract have so much problem. Where it affect my work and increase my mobile data usage.,7,4512
21425736,Singapore,North-East,Sometimes the sign is low in the next room,8,4513
16311977,Singapore,North-East,I am a golfer. Some of the important tournaments are not cover by my plan,8,4514
11783348,Singapore,West,Cannot reach my room a floor above the router.,6,4515
21853422,Singapore,North-East,"Well, since StarHub set up my broadband, tv etc I have had many interruptions- wifi loss, I have had to stop and reset by switching off the main switches to get back into nextflix etc.  For the price I am paying, it feels like a bit of a let down.",6,4516
20214917,Singapore,North-East,"Broadband package has no precluded services whatsoever, such as local telephone number which my referrers enjoyed when they signed up.",0,4517
20214917,Singapore,North-East,No fixed line number provided with my broadband subscription,0,4518
13165529,Singapore,North-East,"The wifi is not working properly & TV programs difficult to receive, unable to get any help!",2,4519
11053017,Singapore,East,"Average customer service, product details are confusing on the web, troublesome in knowing where and which outlet to go for assistance",6,4520
11053017,Singapore,East,Reason for my 6 and 7 ratings: the wifi connection sometimes drops for no apparent reason. The coverage from the  okie Smart Mesh Router is average as compared to other mesh systems in the market.,7,4521
22757756,Singapore,North,The internet connection is always not stable. Can be very frustration especially when I'm working from home and in a middle of the call.  Hope the connectivity of the internet can be improved. Thank you!,2,4522
19861872,Singapore,North,WiFi connection is poor  Cannot connect in all rooms  Just only 3 person using it,7,4523
6451187,Singapore,North-East,The broadband is always facing intermittent..,5,4524
17595517,Singapore,North,I find is it reasonable price,10,4525
18784495,Singapore,North-East,All telcos have similar pricing,9,4526
19883472,Singapore,North,Answer to first question is actually 6 not 2.,7,4527
19320663,Singapore,North,None,8,4528
6092621,Singapore,West,The allocated bandwidth is not consistent despite using 1gb fibre,7,4529
14049223,Singapore,North-East,Nil,6,4530
15710288,Singapore,North-East,Difficult to getting proper reply,4,4531
20070915,Singapore,North,Service fast and responsible,10,4532
13932581,Singapore,North-East,Connection is poor and slow,7,4533
21401495,Singapore,North-East,Signal and strength of the broadband is weak,5,4534
6487428,Singapore,North-East,No comment,5,4535
15860771,Singapore,North,Price is too high,1,4536
15860771,Singapore,North,Don't have much discount,0,4537
22744796,Singapore,North,No benefits for loyalty members,6,4538
14308427,Singapore,North,"Router sometimes not able to connect WiFi efficiently in small condo unit. Starhub asked to buy own router. Disney+ its a scam, its not free trial but need to pay once activated.",7,4539
17346873,Singapore,North,We find the service works well and is reasonable in price. Thanks,8,4540
5830537,Singapore,West,Nil,8,4541
20809886,Singapore,West,Wifi speed unstable sometimes,5,4542
5705976,Singapore,West,Na,7,4543
18149320,Singapore,North-East,Very friendly support staff and the price got to remain competitive,10,4544
18631007,Singapore,East,The WiFi connection covering is very short,5,4545
20743039,Singapore,Central,Pool connection for home WiFi and phone Data,1,4546
6240818,Singapore,East,Subscription fee is cheaper now compared to previous one.,7,4547
5815771,Singapore,North,Broadband and Wifi issues,9,4548
20402474,Singapore,West,"When i am in the Room AT time i  hv a weak WiFi coverage, n how wld i recommend to friends if i am not pleased",3,4549
18543886,Singapore,West,Need more option for the broadband bundle with mobile broadband package or with eSIM,8,4550
18543886,Singapore,West,Service was good and price comparable with other provider and hope StarHub can be cheaper. overall all are good for now. Thanks,9,4551
18543886,Singapore,West,Good service and the broadband seldom broke down and quite stable,9,4552
17357067,Singapore,North-East,Sometimes no connection to my smart TV and I can't watch Netflix and youtube,2,4553
13245325,Singapore,Central,"Use the wifi halfway get disconnected. No signal. Or very weak signal. Normal surfing on computer also difficult, u can see the YouTube music always stopped halfway as no signal. When we reached home, our hp cannot get connected to wifi. Must on/off the switch",0,4554
14339741,Singapore,East,Could b cheaper.,5,4555
6372820,Singapore,West,Excellent service,10,4556
12671956,Singapore,North-East,"I have wifi but no internet,  often happens disruption daily in the early morn or evening time",5,4557
6350019,Singapore,Central,Don't often use the complicate services.,10,4558
15910805,Singapore,North-East,"I had been being starhub subscriber for a number of years ..same goes to Singtel and M1. .comparing price, broadband experience and customer service..and what other member of my family's using others service providers. .this is my conclusions for themselves rating l submitted",7,4559
14548065,Singapore,North-East,I m disappointed with the handling of Disney plus.. after I recontract my mobile then I realised account for Disney plus is different for mobile and broadband as such I m unable to sign a higher plan to get the Disney plus promo.. trade in policy did not specify screen with very slight scratches cannot be traded in..,5,4560
18890691,Singapore,East,Refresh rate of TV could be improved.,10,4561
12119227,Singapore,West,Average service and inconsistent quality ...,5,4562
12119227,Singapore,West,"Sometimes service is slow and patchy, but for the most part it is good ...",7,4563
5971534,Singapore,North-East,å äžºææåæ¬¢çèç®åçµè§å§,7,4564
18087639,Singapore,North,"my wifi signal is very weak even something wifi is lost when I just get in to my bedroom or to kitchen , it's disappointed",6,4565
18087639,Singapore,North,"I did Subscribe StarHub home broadband for few years, but recently 7-8months my home wifi signal is getting weak even can't connect when I was in my bedroom",5,4566
6433061,Singapore,North-East,The price is on a high side considering i am having 500mbps,8,4567
13658611,Singapore,North-East,Very limited selection for subscribed programs.,4,4568
14981511,Singapore,North-East,"make it cheaper for us, we are long term starhub customers",6,4569
17556990,Singapore,East,Pleasant experience,10,4570
17546910,Singapore,West,Starhub TV connection are dissatisfied,7,4571
5846732,Singapore,North-East,Service is good. Support is good.,10,4572
6600103,Singapore,North-East,Since switching to fiber broadband I have not experienced any major disruption,7,4573
15889685,Singapore,East,Bad after sales service,0,4574
11389856,Singapore,North-East,Slow,9,4575
5757930,Singapore,East,Your apps is buggy,0,4576
19418219,Singapore,West,Customer service might be still lacking as compare to M1.,7,4577
19871106,Singapore,Central,Wifi signal is by moment poor.,4,4578
16105448,Singapore,North,So many years with starhub liao  Never contact me with regard to routers or modem upgrade.,5,4579
20927602,Singapore,Central,LAN cable is Short and the Coverage is terrible even in small 2 bed apartment,5,4580
18190120,Singapore,North-East,I was not informed when i can recontract my line already. Changes in fees was also not communicated. The broadband is also very slow,0,4581
22068819,Singapore,North,Sometimes internet is slow,7,4582
15541920,Singapore,East,Sometimes a bit slow,10,4583
18614687,Singapore,North,"Broadband bandwidth is not consistent and the default router performance is not suitable for household that have many devices/smart home devices connected. Changed to best in class router in the market, most of time works well. But still can feel the drop of bandwidth during peak hours.  Frequent maintenance service down during middle of the night, but some times it does affecting my needs to do work during wee hours.",6,4584
14000136,Singapore,North-East,Connection is slow and disconnects on some occations,1,4585
6437861,Singapore,East,8,8,4586
12562994,Singapore,East,Very slow and most of the time network disconnects,2,4587
19341178,Singapore,West,"Connection is not stable, drops and there are disconnections",0,4588
19341178,Singapore,West,Unreliable,0,4589
11774145,Singapore,North,No one come and fix for me. Pay monthly but no connection.,0,4590
6102859,Singapore,North-East,Good service.,8,4591
6248301,Singapore,East,"Sometime the boardband service was intermittent,  and the speed is slow...",9,4592
18335365,Singapore,North,Bil,3,4593
18948815,Singapore,North,So far no comments as I find very satisfactory in every aspect. Thank you,8,4594
5987177,Singapore,East,"I am using western didital for recording, I am charged $4 montly.  Why? Its expensive. I have additional set up box. Please consider charging less.",7,4595
5987177,Singapore,East,There are improvements along the way.,8,4596
13346649,Singapore,North-East,Good for money,8,4597
20307235,Singapore,North-East,nil,10,4598
5722213,Singapore,North-East,Sometimes lagging in the speed. Pricing must be attractive.,8,4599
18319525,Singapore,North,Coverage not very good for the whole house. Need to install additional wifi mesh to have coverage for whole apartment.,9,4600
18319525,Singapore,North,"I did not know that when I signed up for 2GB broadband, I did not know it was a 1GB Plus another 1GB broadband. Furthermore the router provided could not cover the whole house. My three bedrooms have to use extra router to get coverage",7,4601
20674921,Singapore,North-East,"Signals can be weak at times and intermittent, pricing is same as most telcos, so I don't see how StarHub stands out?",4,4602
20674921,Singapore,North-East,Poor and unstable connection.,0,4603
21573015,Singapore,North,Nothing more to share,8,4604
15528763,Singapore,North-East,e wifi is getting slow lately.. e past few mths,3,4605
14354665,Singapore,East,Hub tv programme for sports coverage is not enough,8,4606
19364981,Singapore,North,Worse broadband n tv services.,0,4607
5877735,Singapore,East,StarHub service is generally good.,8,4608
19856509,Singapore,East,Connection keeps breaking up when WFH,0,4609
5979017,Singapore,West,Every once in a while my broadband keeps getting disconnected,6,4610
18841773,Singapore,North-East,Sometimes rebooting repeatedly is required to start the program. Very frequently soundless problem took place.,9,4611
18639930,Singapore,East,"Had only use services of two telco for board band ,starhub and singtel. So this are my comparison of my experiences.",6,4612
18639930,Singapore,East,"Reliability, good response from technical support.  But should provide better promotional packages for royal and supportive customers when called for contracts renewal",7,4613
17548633,Singapore,North-East,,10,4614
19424742,Singapore,North,Cannot download photo n video on android smartphone when connected to WiFi. WiFi signal is week in bedroom. Wireless router takes up too much space on the table.,0,4615
6482784,Singapore,East,Nik,8,4616
6482784,Singapore,East,Nik,8,4617
6390383,Singapore,North,Base on no breakdown of internet reception,6,4618
6390383,Singapore,North,Subscribed for so long still no loyalty benefits. Most probably change to others providers.,2,4619
5839815,Singapore,East,Na,7,4620
22294226,Singapore,East,Occasional slow internet speed with broadband,1,4621
20812683,Singapore,North,The broadband sometime is lagging. The price is can be reduce further.,7,4622
20227794,Singapore,West,No problems. Just some down times. So it's okay.,9,4623
13304409,Singapore,Central,Had a terrible onboarding experience. A redressal and acknowledgement of the stress and pain during the process is long overdue from StarHub. Thanks,4,4624
13623133,Singapore,North-East,Overall I'm fairly pleased with the services rendered. Calls made for technical assistance were answered quite promptly n patiently.,10,4625
13623133,Singapore,North-East,Relatively few mishaps,9,4626
16214213,Singapore,North-East,Wi-fi coverage in my house is not strong enough,6,4627
19451622,Singapore,Central,We have followed starhub for many years,7,4628
10823731,Singapore,North,No promo for long  time customer hence 5,5,4629
18932254,Singapore,North-East,Received notification that fiber broadband charges will be waived till 31 May but I was still charged anyways. And your program contends has not improved after removing so many channels that I initially subscribed for,0,4630
18952175,Singapore,East,My table top boxes had to be replaced ... but the reconditioned ones again gave problems,5,4631
17833998,Singapore,West,I had been using Starhub Broadband since it started yrs ago when I moved from Singtel. You are the Best!,10,4632
21437173,Singapore,North-East,I cannot received wifi in my master bedroom. This is hdb 4 room flat.,7,4633
22342947,Singapore,North,I pay quite a bit of money for my football subscription and it gets disrupted a lot. Like a lot,3,4634
6647980,Singapore,North-East,"The cable channels are getting bad to worse, the WiFi is so-so. The price cannot justify for this type of services.",2,4635
20434270,Singapore,North,The network sucks and you all cannot be bothered to rectify... only want sales ... after sales is rubbish from your side,2,4636
21551487,Singapore,Central,The connectivity is not stable,3,4637
20437150,Singapore,North-East,Nik,10,4638
20437150,Singapore,North-East,No signal inside the room. Very weak,2,4639
6447577,Singapore,West,The knowledge of the customer service personnel needs to be improved,9,4640
11399572,Singapore,North,"No issue with broadband srv, but TV plus is absolutely worst exp. If not bcos of a free 55in TV i would have continue with the old set top box",5,4641
17760630,Singapore,North-East,No comment,10,4642
6057331,Singapore,East,"Slow Internet, 1gb ???",4,4643
22304619,Singapore,North,"Initial feels Abit fast, now average",7,4644
14344657,Singapore,East,Slow speed,2,4645
15310672,Singapore,West,I'm very disappointed with the quality of the broadband. I've experienced low network ample times. I will discontinue my contract once ended. Very frustrating and terrible experienced. Eventhough I had been loyal to Starhub but your service did not once give me a pleasant experience.,0,4646
5815407,Singapore,East,I dunno the price cuz I'm smol child but yea is gud lah,8,4647
14841465,Singapore,North-East,Using starhub supplied modem. After 3 years need to always restart modem,1,4648
13554565,Singapore,East,Other company offer better plan n prices,7,4649
21965014,Singapore,North,I have signed up and even bought 3 to connect wifi. Until now we are still using our own data. Can starhub do anything for us ? Which means monthly we are paying for nothing to be frank. Totally unacceptable,0,4650
5738366,Singapore,North,No comment,7,4651
19924743,Singapore,North,"I am not a superuser, but i do work from home. I think the monthly rate should br decreased due to COVID.",8,4652
19924743,Singapore,North,"I am happy with my broadband, rarely any issues.",8,4653
13528645,Singapore,Central,It lags sometime and slow especially in the rooms although we have a router in between the living room and bedrooms,10,4654
18579042,Singapore,North-East,There's room for improvement,6,4655
18579042,Singapore,North-East,I am satisfied,8,4656
18579042,Singapore,North-East,Good enough .. but there's always room for improvement,7,4657
6273574,Singapore,East,Good generally but there is always competition among the operators ..,8,4658
6484537,Singapore,North-East,The connection is worse after renewal of broadband and hotline very hard to get through,0,4659
13523845,Singapore,North,So far nothing happen every day no problem good,10,4660
20862677,Singapore,North-East,"Sometimes broadband connection can be slow, waiting time is about 15 mins. Most of the time is ok.",6,4661
5969250,Singapore,Central,Some part of the house got no wifi signal from the router.,9,4662
5969250,Singapore,Central,Some areas reception not good.,9,4663
5969250,Singapore,Central,Nil,9,4664
5969250,Singapore,Central,N.a,9,4665
21187882,Singapore,East,No time,0,4666
6579099,Singapore,North-East,Excellent Customer service at outlets and hotline. Almost always get my answers/questions sorted due to knowledgeable support staff,10,4667
20464751,Singapore,East,Constant speed throughout house,10,4668
6443737,Singapore,North,"My reason of my rating is I hope starhub can do better, alot of improvement to be make",8,4669
21271643,Singapore,East,the internet connection has been dropping recently,3,4670
22258778,Singapore,West,Starhub TV connection are dissatisfied,7,4671
18676484,Singapore,Central,The mobile broadband is slow and often hanged,5,4672
6584379,Singapore,North-East,Long hold before I can connection to a real person,5,4673
14611302,Singapore,North-East,my previous recon i was given mesh routers that got faulty after over a month.. and i am still using my old router up till this point.. very disappointed with the products that starhub caters to the customers. And also starhub have the worse time to have its connection to go unstable..,3,4674
14172815,Singapore,North-East,Every afternoon 12 to 2pm the signal keep disconnecting,5,4675
11717097,Singapore,West,Promotion appeared slightly after my renewal. I did not get to max out the benefit.,6,4676
6389256,Singapore,East,Singtel offer broadband package below $40. Where by starhub still charge me above $40 for the service.,6,4677
15312592,Singapore,West,Nil,9,4678
15312592,Singapore,West,Nil,10,4679
20926278,Singapore,East,The broadband coverage is not very stable and high coverage compare to my previous provider before I switch to StarHub,6,4680
11694057,Singapore,North-East,Nil,8,4681
16216926,Singapore,North-East,Sometimes the signal is weak and at times the signal is good and I'm talking about the same location in the house,9,4682
5920049,Singapore,East,User friendly and fast response when problem feedback.,7,4683
19276733,Singapore,North-East,Nothing special compared to other boardbands so more all less the same,5,4684
19276733,Singapore,North-East,"So far, I don't feel any significant areas that Starhub has so nothing to recommend",5,4685
14896906,Singapore,North,Fast speed,6,4686
20220907,Singapore,West,Marketing not realy good!,5,4687
20446991,Singapore,East,Very bad experience with your customer service executives in relation to mobile line. Took hours and days to resolve.,5,4688
15763079,Singapore,West,No issue with our broadband service since we changed to google wifi. Blindspot issues all resolved.,9,4689
15763079,Singapore,West,Sometimes the wifi coverage is unstable.,7,4690
6210933,Singapore,North,Sometimes the speed of the router drops unexpectedly.  Also lose internet connection sometimes,10,4691
18410319,Singapore,West,There are many times whereby I can't get the WiFi signal or strong signal especially after I started working from home last Mar.,7,4692
6019170,Singapore,West,"Starhub broadband is slow juz as the mobile line,alway lag and alway down,and when broadband or mobile line is down,we hear nothing from starhub the service providers, and we stupidity keep trying to use the service with prior notice from starhub.and price is not cheap and competitive, than, starhub is so lousy i will not recommend to my friends...",4,4693
19399226,Singapore,West,"Broadband pricing for 2gb not competitive enough, 1gb for 44.90 (some customers do not need Disney plus)",6,4694
19399226,Singapore,West,"Price not competitive enough, require more bundle deal promotion to secure long term customers, maybe a rebate for every year for loyalty bonus",6,4695
19097541,Singapore,Central,After so long still occasionally get connect problems for Starhub TV causing inconvenience.,5,4696
12953927,Singapore,East,Router software was inferior and I switched back to my Netgear.,6,4697
5754777,Singapore,East,Generally ok,8,4698
21466857,Singapore,East,Overall good but not cheaper than others,10,4699
16784626,Singapore,North-East,1,1,4700
12617682,Singapore,North-East,There are instances where I experienced initial call failures and intermittent internet and slow internet speed. Also competitors are offering bigger data size and at cheaper pricing.,8,4701
18306969,Singapore,North-East,No complaint from my son,8,4702
18574813,Singapore,West,No comments,8,4703
16109015,Singapore,North-East,It's slow Intermittently and happens to reset the router,5,4704
6165904,Singapore,North,"Acc management seamless on app, 1 stop all service",8,4705
14037544,Singapore,East,The connectivity is very bad Even though I paid so much to ensure one of the room is wired properly by Starhub  And another room the tv keeps on dropping wifi signal,5,4706
20754766,Singapore,Central,"I've been waiting for a call from customer service for over 3 weeks. Also, the $20 rebate that I was supposed to have been given wasn't credited to my account. And on top of that, I was charged $12 for a technician to come to my place when it was a network problem. How is that even fair?",0,4707
19125381,Singapore,West,Quite stable network.,8,4708
20411321,Singapore,West,Broadband plan pricing not competitive. Same as the other big telco.,7,4709
20859408,Singapore,North-East,I use to get disconnected and hang on While I watch a show on the TV,7,4710
18788176,Singapore,North,"You had not answer why there was an unscheduled ""maintenance"" for my internet connection from 5-9pm last night",0,4711
6287585,Singapore,East,Awesome service from day one,10,4712
22931359,Singapore,Central,"The WiFi router was advertised to be good for a two bedroom apartment, but my room's WiFi is very slow (sometimes 7-8mbps max).",5,4713
14302028,Singapore,West,"The boardband signal has been bad for a long time, very frustrating...I am thinking of changing provider.",0,4714
14905637,Singapore,East,"No one is perfect, 10 No one is super, 9 But only one is very good, 8",8,4715
15217882,Singapore,West,No,6,4716
15021799,Singapore,Central,The price is expensive when compared to others makes us to switch. But I am StarHub customer for more than 20 years. Now we have to switch because of this price . That's the reason why I never renewed also,2,4717
14401629,Singapore,East,Signal weak at times,8,4718
14485151,Singapore,North-East,Good,10,4719
18456731,Singapore,East,StarHub could offer a better router compared to other service providers.,7,4720
6370627,Singapore,West,Good but not cheap compared to Simba..,8,4721
19369225,Singapore,East,Since the new set top box was installed I face problems with viewing free channels.I dont understand why i need to switch to channel 108 then choose live TV...ridiculous system,9,4722
18287769,Singapore,East,"Large variety of channels, great customer service, reasonable pricing",10,4723
18287769,Singapore,East,"Reasonably good content. Fantastic and highly responsive customer service. Every CS person whether, person behind a counter or technician coming home, you guys deliver a great customer experience. Keep up the great work",9,4724
