ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
22807,Smart TV,-65,28196651,99198013
17855,Smartwatch,-58,604009941,989776835
21591,Smart Speaker,-70,43921607,742961317
3215,Security Camera,-73,385860697,423493109
23490,Smartphone,-81,310741437,108638276
10764,Laptop,-93,35883440,431423863
20628,Smart Speaker,-55,90622428,486896901
9892,Smart Speaker,-78,563153661,395809987
8379,Security Camera,-64,441886078,980208319
15846,Gaming Console,-76,526018029,844266490
7726,Desktop,-83,349993490,492112176
2941,Smartphone,-68,116556083,789151381
12887,Smartwatch,-54,603275506,117685197
23341,Printer,-91,103468724,933879257
12021,Gaming Console,-83,984842828,112367224
4823,Smart TV,-59,661278756,66019864
20199,Gaming Console,-61,739848169,74773023
22221,Laptop,-58,674291061,457964831
16312,Security Camera,-64,607651879,947152610
164,Laptop,-78,286800566,213258925
15531,Smart TV,-63,508748507,292619957
21260,Smartwatch,-65,159996100,341145905
12077,Desktop,-73,861351774,750119012
23457,Security Camera,-71,25380390,338845553
11182,Gaming Console,-57,418685028,764621981
746,Smartphone,-75,762735872,240248517
4378,Smart Speaker,-76,132507154,527107023
6703,Security Camera,-61,986582059,261180017
9402,Desktop,-85,98170541,521386352
21811,Gaming Console,-83,979660458,626098342
21589,Gaming Console,-92,724122927,832645165
5443,Desktop,-78,847582080,969282878
8819,Tablet,-86,937815394,875846029
12526,Printer,-81,445610019,196653844
11883,Smart TV,-90,514034694,496948045
23164,Gaming Console,-62,441386928,34605127
840,Smartphone,-83,159132688,209320598
18499,Security Camera,-86,494338020,94189844
5218,Laptop,-97,207322993,663475260
2673,Security Camera,-98,230544343,757037050
12888,Smartwatch,-78,329012203,693094246
17741,Gaming Console,-66,903160188,949773604
9486,Laptop,-63,935168234,631468211
1632,Desktop,-81,540235727,250609818
11808,Smartwatch,-74,34189062,845287850
11724,Desktop,-66,755703671,806107157
1076,Laptop,-65,913715756,131813314
22786,Laptop,-90,564863960,588528162
15734,Printer,-63,171155603,581842187
22121,Laptop,-80,248168067,958379855
1421,Security Camera,-78,486635438,921488372
14313,Gaming Console,-66,694932347,773982093
21490,Laptop,-69,590135469,6725783
12600,Desktop,-58,860195900,126643938
10506,Security Camera,-75,528099561,37498607
23587,Desktop,-95,428640240,345954110
2084,Security Camera,-72,982802028,485191258
459,Printer,-85,701307441,529763773
2089,Smartphone,-78,175531531,587100900
22533,Tablet,-72,930337086,128151397
5306,Desktop,-58,948393848,141492674
16099,Smartwatch,-54,744731986,935026807
12937,Smartwatch,-54,747700797,572150523
1934,Smart Speaker,-68,896332541,596133613
15482,Laptop,-72,473886752,121371346
17361,Tablet,-87,880994975,135003052
18065,Printer,-97,611244782,923447322
6379,Smartphone,-72,10610268,78163542
5111,Printer,-61,332961369,73802280
6466,Security Camera,-95,268603988,303224665
15802,Smart TV,-63,754594213,376491504
21175,Desktop,-65,687356136,910084057
10936,Gaming Console,-100,288063478,44702249
8215,Security Camera,-80,278368785,553790210
13402,Smartwatch,-89,763811126,506303650
406,Security Camera,-50,647204672,714342404
16024,Smart TV,-94,375597201,463714852
5887,Desktop,-99,39232267,56495364
22132,Smart TV,-86,573486030,677210424
5730,Smart TV,-86,713739140,367309084
12643,Smartphone,-72,579346954,969397662
8239,Smartwatch,-88,257443394,819295706
106,Smart TV,-58,352910568,555096745
1745,Gaming Console,-85,511759155,903444427
13831,Smartphone,-68,414083529,310821166
13276,Smartwatch,-68,978377657,781721568
4640,Smartphone,-61,276720771,231400113
3579,Printer,-99,376161133,15582000
12282,Laptop,-94,584427350,580165930
22655,Printer,-50,641379058,710693959
21512,Tablet,-68,224901153,26011734
21973,Tablet,-81,287593862,337198804
4421,Smart TV,-93,624192954,528237448
10311,Smartphone,-98,552617582,104600709
2666,Gaming Console,-59,267461207,282244053
10226,Tablet,-64,413190639,874104700
15340,Printer,-85,922580767,11839405
267,Printer,-70,518883582,669997923
4258,Smart Speaker,-79,57548320,707921536
12010,Desktop,-97,446094221,449903793
14420,Smartphone,-75,863914550,345526839
16967,Laptop,-94,868985898,37130937
6511,Smartwatch,-77,649983744,247349484
18239,Gaming Console,-76,105661721,947709727
13965,Printer,-90,184368489,981255389
23597,Security Camera,-63,979371113,803411412
22009,Security Camera,-64,263979119,867383682
13405,Smart Speaker,-88,972714688,584388738
9185,Gaming Console,-78,666391341,324123142
23444,Smartphone,-63,204134059,182205329
17490,Printer,-55,589571127,986789553
13293,Smart TV,-90,153128419,771931724
9310,Desktop,-62,484359237,122587693
15374,Tablet,-86,742141945,299661467
4163,Smart TV,-56,341117113,73136110
23407,Laptop,-65,994350545,285637305
16724,Desktop,-91,732529720,181613399
17162,Smartphone,-82,951264940,762000571
1376,Gaming Console,-96,896180024,830377793
20296,Smart TV,-63,891849899,685644430
4644,Smart Speaker,-80,528004884,277710169
23518,Smart Speaker,-69,448733896,987741381
7855,Smart Speaker,-56,386255795,639263825
23712,Smartphone,-56,378790701,55432254
6383,Smartwatch,-75,966061556,479118766
10615,Laptop,-56,781781702,451097635
23505,Smart Speaker,-97,244120654,490748910
23159,Smart TV,-68,149359254,169080807
1257,Laptop,-64,688018841,517867858
22395,Smart TV,-67,451089985,871965143
6345,Smart TV,-66,290960580,985836936
2181,Smart Speaker,-82,666232266,432015503
12925,Laptop,-62,818446279,844587979
19455,Printer,-76,849099966,433115568
16790,Smartwatch,-90,80075476,471014660
2626,Smartphone,-94,959513736,885207065
22874,Tablet,-81,851034840,493963770
20181,Security Camera,-64,267428374,793349879
23300,Smart Speaker,-65,575369120,120744116
23603,Tablet,-99,175643501,571308959
8964,Gaming Console,-57,45095194,933574157
18876,Laptop,-64,92715310,91580047
20075,Smart TV,-67,310444648,65668416
19999,Printer,-87,507429189,987624899
10396,Smartphone,-71,534253858,124921125
3076,Printer,-82,469568790,28135009
10599,Smart TV,-96,773478290,503288418
16091,Smartwatch,-90,706704091,293574617
9932,Gaming Console,-77,910333903,346248210
6392,Smartphone,-58,884429979,571834686
18381,Security Camera,-50,141756107,591427109
19782,Smartwatch,-93,189776154,979097115
8091,Gaming Console,-79,878838757,695021085
8580,Tablet,-84,432546260,153723563
549,Laptop,-76,604671946,524353633
9949,Printer,-53,345777636,227952916
10406,Smartwatch,-89,164905496,787227948
6303,Gaming Console,-80,310849810,356615294
20166,Smartphone,-72,974439885,822041548
191,Smart TV,-97,972573863,174877076
21567,Smart Speaker,-85,340518486,559667076
13003,Smart TV,-90,622889275,197144854
20116,Laptop,-92,328770096,927925154
14016,Smart TV,-93,233234104,395529649
3741,Smartwatch,-80,792481861,695418084
23420,Printer,-92,201392865,147065243
3440,Laptop,-90,327318775,887503723
12759,Tablet,-72,843888652,512194959
13817,Laptop,-55,550122924,746749040
18106,Smartphone,-51,420427261,217102236
19198,Smartphone,-68,405812019,975135118
8574,Smartwatch,-73,447686454,404400935
15188,Smart TV,-54,268395275,187876704
21119,Smart Speaker,-78,515878516,523901838
5143,Smart TV,-89,353966794,529619486
987,Laptop,-75,608321447,878230693
18244,Smart Speaker,-68,393217456,117103859
2507,Smart Speaker,-63,952496633,686336046
5671,Security Camera,-57,62304309,343412916
19754,Gaming Console,-76,402132052,992649458
15313,Smartphone,-80,564208889,758442757
16176,Laptop,-52,872097811,929349793
294,Smartphone,-98,751822512,200089477
826,Smartphone,-54,173560939,676606512
20391,Smart TV,-93,126167164,956191201
7976,Smart Speaker,-79,103443129,382224472
9704,Laptop,-82,527656131,825126354
13006,Smartphone,-93,618062038,631270184
21997,Desktop,-73,327932678,401788306
19943,Tablet,-64,651765386,706388399
3513,Desktop,-72,348416364,94312637
22780,Security Camera,-84,483943243,867989128
6828,Tablet,-70,234681885,597628303
1546,Security Camera,-83,837650580,657949925
8068,Printer,-73,540411949,744130198
15320,Printer,-72,598285215,858642333
18312,Printer,-59,884514586,614598759
18601,Tablet,-91,907902975,842180524
16861,Smart Speaker,-79,209620012,153038583
21080,Desktop,-67,614014471,304787684
15966,Laptop,-50,841903473,282277683
1289,Laptop,-79,114851782,182263954
18849,Desktop,-57,885769888,6327379
3176,Smartphone,-78,47380434,13334362
1690,Tablet,-51,921908409,886717260
11888,Smartwatch,-51,669375440,877596352
23094,Smartwatch,-60,460357295,694955993
20075,Smartphone,-70,692405095,241230357
14616,Printer,-61,351218218,325546809
11482,Gaming Console,-60,385390689,708781497
18215,Printer,-54,225708560,420487998
4393,Gaming Console,-87,64972867,493658879
4477,Laptop,-85,993011242,847688710
855,Gaming Console,-60,456316499,744917229
11428,Smart TV,-96,570447636,474737654
10433,Printer,-56,351674196,146150989
6856,Laptop,-76,454715380,582987686
13702,Laptop,-56,516441138,658398124
23222,Desktop,-60,582600568,519077146
12236,Laptop,-65,248230992,48728967
12355,Smartphone,-83,534156971,82277617
571,Smartphone,-99,554884393,777039655
16965,Laptop,-77,790277451,18108554
9060,Smartwatch,-78,714212635,189536170
11133,Printer,-90,947565351,659622957
15370,Security Camera,-74,529585226,758631275
5388,Tablet,-80,274746386,531126837
21449,Printer,-83,389431254,233051081
2782,Desktop,-50,420981228,593634254
11639,Security Camera,-58,674112280,201482383
17557,Desktop,-97,504844126,208749313
20298,Laptop,-89,286435721,929522136
6520,Gaming Console,-56,611707412,701812036
11632,Security Camera,-94,115601637,766159154
16914,Smart Speaker,-50,343089559,124724481
20161,Smartwatch,-85,214799578,379714920
6310,Smartphone,-53,746228780,257933098
14205,Smartwatch,-100,505525319,34045763
7044,Smart Speaker,-83,357278264,281872831
19952,Smart Speaker,-62,586350635,443106415
1086,Tablet,-77,272847687,353738920
19390,Smart TV,-90,599970656,746745785
1046,Desktop,-57,761902628,986550507
5829,Laptop,-60,722889374,617896326
226,Security Camera,-90,325665605,202919321
1211,Gaming Console,-91,539828716,110082274
18522,Desktop,-70,182478478,455447996
11651,Printer,-73,631263100,144837773
12357,Smartphone,-58,905206026,492672767
2097,Gaming Console,-83,275570281,409908833
9659,Laptop,-91,660367470,982529979
14036,Printer,-64,446094314,167368620
971,Security Camera,-59,916995470,663694682
9191,Security Camera,-97,21164829,591370662
12436,Desktop,-73,755178797,74803462
15664,Smart TV,-80,560422949,399687177
12719,Desktop,-100,858084144,723465634
9867,Security Camera,-69,495397184,341298501
3200,Gaming Console,-53,292096328,159611380
20760,Tablet,-54,731109121,892328091
12401,Smartphone,-51,833220882,609297409
18208,Smartwatch,-86,484245005,546524748
9981,Tablet,-77,926126190,917219147
10652,Laptop,-91,69384523,871568863
1217,Desktop,-53,515810834,530382121
20644,Smartphone,-100,453231124,261982750
10193,Smart TV,-69,170025419,236245567
15815,Smartwatch,-68,682763555,421381278
6445,Printer,-78,888496508,800889387
16003,Smart TV,-65,451053286,242779163
2342,Smartphone,-74,914441004,706174514
5879,Smart TV,-55,178157926,279346010
16577,Laptop,-96,330314230,646982284
8844,Tablet,-92,956931169,946651359
18017,Smartphone,-75,800869789,776587768
15807,Smartphone,-54,657359863,103165577
1646,Security Camera,-69,710854203,708855889
7009,Gaming Console,-68,550788594,675785589
12694,Laptop,-54,34478273,933665823
16266,Tablet,-78,24566883,533110016
3162,Tablet,-55,644848172,855391696
17877,Laptop,-76,106501180,201520897
17631,Smart TV,-84,870471390,480028941
22473,Laptop,-68,961476120,702983334
4071,Gaming Console,-82,159243728,995208856
14829,Smart Speaker,-83,127507215,698611234
11931,Security Camera,-52,110858660,894850982
13905,Smartphone,-62,833574750,465241516
16837,Smart TV,-90,95548763,503829741
5760,Security Camera,-52,330476386,317398899
20664,Smartwatch,-100,850101465,7806935
9085,Smartphone,-78,268491913,244354929
18337,Smart TV,-60,776455224,747208742
2637,Smart TV,-54,785693248,218968819
21971,Gaming Console,-80,277350152,376412539
12841,Smart Speaker,-61,781198493,474820136
9611,Security Camera,-66,243032855,224530766
19120,Smartphone,-59,493418034,627216886
20633,Security Camera,-54,595014920,306352046
7413,Desktop,-68,39078258,174844825
12087,Smart TV,-73,620688129,73864786
1499,Smart Speaker,-92,116561907,33220572
10775,Security Camera,-85,609960268,363847360
14847,Smartphone,-75,993590503,407654582
20548,Tablet,-64,610919183,530737595
4918,Smart Speaker,-86,740858677,120860106
21222,Desktop,-63,466442965,678138014
2213,Smartwatch,-88,834424453,859720962
1126,Laptop,-58,524613640,959720624
19620,Smart TV,-91,470592055,111327722
13205,Tablet,-62,132212778,488862853
15730,Gaming Console,-79,21583331,722411146
22909,Gaming Console,-59,363881046,517302976
20984,Smart Speaker,-77,980041676,520481931
18206,Smart Speaker,-56,922320380,767856932
4045,Gaming Console,-99,516180971,49291210
5450,Gaming Console,-60,524808410,509174757
11054,Security Camera,-52,322140325,748447185
9269,Gaming Console,-75,245244177,670556737
1950,Smart Speaker,-55,552596260,292866842
20522,Desktop,-56,869103676,319564148
3745,Smartwatch,-96,346135334,414195532
2497,Printer,-76,165215886,699891302
23534,Smartphone,-57,755188430,993554547
11804,Gaming Console,-65,488513706,868805396
3456,Laptop,-81,436941999,98096219
2364,Laptop,-99,306687380,506696345
17652,Security Camera,-77,266565670,224871172
22025,Smart Speaker,-92,607385095,805247895
2991,Printer,-82,231384676,450397751
9849,Smartphone,-50,676304973,753346922
4383,Smartphone,-79,902891630,898123970
3490,Desktop,-76,673522214,648007588
11201,Smart TV,-66,706841219,571868868
20126,Smartwatch,-90,152225820,273160083
9957,Laptop,-84,538187590,557745255
12270,Tablet,-70,783827626,240245252
12113,Printer,-90,224609960,622251946
19280,Smart TV,-81,238228585,590325021
20131,Tablet,-52,654944054,620971824
13967,Smart TV,-73,480824252,791764178
6615,Security Camera,-84,4573805,468524844
4215,Gaming Console,-96,820440684,642352016
7810,Security Camera,-73,863755135,204530010
18388,Gaming Console,-92,706104612,885975224
4330,Smartphone,-62,613213162,401557667
17646,Smart TV,-95,189026045,860532248
1314,Gaming Console,-99,267205303,910185908
18055,Gaming Console,-79,316231632,919836906
17591,Printer,-85,521141576,582908744
2647,Tablet,-80,7315273,430522120
7082,Smartphone,-97,928594358,715084865
4465,Smart TV,-58,300217957,116569928
14934,Printer,-72,922353357,160023572
6698,Desktop,-97,503641273,309488396
11957,Printer,-75,14861533,186857906
18999,Tablet,-52,676241868,882900755
7869,Smart Speaker,-84,593785897,285468318
23598,Smartphone,-73,793923777,193040519
8073,Smart TV,-73,633843257,666685061
16388,Gaming Console,-67,5427672,622041183
2604,Security Camera,-96,223321201,775782823
15558,Tablet,-74,542696911,851296677
1842,Tablet,-90,634306936,879893765
7386,Security Camera,-96,429752193,895289639
14316,Smart TV,-82,424492077,977256784
18332,Tablet,-84,765437862,802153504
7611,Gaming Console,-53,90723306,423829135
11896,Desktop,-94,299612902,143279454
5073,Security Camera,-99,844530217,323380911
119,Laptop,-60,675810600,156571022
19383,Tablet,-87,970648560,405417546
22740,Security Camera,-51,599130088,233513135
3600,Smart Speaker,-65,355516217,560512824
4546,Security Camera,-79,371159136,244166733
12902,Desktop,-60,78008357,414494068
16134,Desktop,-60,881540173,716377132
23274,Smart Speaker,-76,422567221,308420660
2405,Smartwatch,-76,872012042,311982751
7251,Desktop,-95,201899504,781708776
3523,Smart TV,-97,829206899,901075455
3507,Gaming Console,-93,5772352,280654693
3174,Smartwatch,-51,869919561,790913872
5617,Laptop,-66,801848090,436841299
23062,Tablet,-77,63934721,341679286
7599,Smartphone,-50,678354798,105944423
15103,Desktop,-70,459026394,117213116
20178,Security Camera,-56,809177521,198438889
22585,Smartphone,-64,510584933,160730619
10644,Smartphone,-92,293596114,28139501
7037,Gaming Console,-53,408665153,157518827
21219,Laptop,-86,99276294,115113569
20800,Printer,-66,77432740,736857573
15660,Security Camera,-74,623866359,240722554
20677,Smartphone,-94,100601418,143898413
7794,Smartwatch,-58,975578364,554143307
18179,Gaming Console,-66,605757671,390915461
16900,Desktop,-87,644890658,281029076
7975,Smart Speaker,-52,980133389,231923072
11432,Smartphone,-85,390402697,428968930
23054,Tablet,-57,565358708,133831912
15801,Printer,-61,662771663,946008498
9489,Smartphone,-75,739193275,263124222
19384,Tablet,-84,79121274,923121056
9531,Smartwatch,-53,690843959,694895441
16909,Tablet,-77,767991482,707564689
20417,Laptop,-93,787252049,40308966
235,Security Camera,-81,2252725,209425552
6102,Laptop,-56,385454133,459038769
14849,Laptop,-56,537442586,454138037
8470,Laptop,-98,235701084,299399476
9278,Smart Speaker,-97,122964568,771599188
8231,Desktop,-57,255974481,218182631
13106,Printer,-82,387332579,972081702
1333,Security Camera,-70,309270056,386319739
7340,Smartphone,-72,200335659,571777301
21789,Tablet,-98,326816527,816671195
2015,Security Camera,-97,852591594,178129550
3582,Desktop,-68,272824584,194526107
13929,Desktop,-58,582128093,271290522
16373,Smart Speaker,-72,831997588,911207342
10051,Security Camera,-57,986292984,444623784
13749,Smartwatch,-80,826466738,115224871
17298,Smart Speaker,-79,75213455,615343934
1327,Smart TV,-94,296422687,520400894
5135,Smartphone,-53,498481726,824633947
14686,Laptop,-52,807790250,229539581
15365,Tablet,-74,918357721,853394302
6997,Security Camera,-87,303403987,250563224
16776,Security Camera,-94,504592432,547981420
10571,Laptop,-86,328777207,361900185
1229,Smart TV,-53,697376297,815974503
8684,Security Camera,-100,61693751,960486736
2098,Gaming Console,-73,912479346,649960101
15680,Printer,-64,30371470,870538690
9357,Printer,-55,571003531,611373660
778,Smart TV,-52,67439203,795745591
7177,Smart Speaker,-81,582329928,206362584
19228,Gaming Console,-60,35042209,115573123
16465,Gaming Console,-89,300818364,176168783
5004,Tablet,-69,847160115,850351309
7699,Smartwatch,-60,845859303,655655525
11008,Smartwatch,-91,460819437,120216259
17840,Desktop,-100,562654573,558577112
19263,Smart Speaker,-91,745301523,118457533
8415,Printer,-61,159780098,566321006
6036,Tablet,-87,184693564,294032760
2212,Gaming Console,-96,532192067,774017971
10440,Smart Speaker,-56,389920077,801559982
8316,Smartphone,-71,863456961,670210281
12815,Tablet,-82,448323170,490394840
3267,Smartphone,-100,321398442,855749046
14413,Gaming Console,-82,798635722,35162109
12168,Smartphone,-79,252191512,25204569
19509,Laptop,-93,124105408,133579720
19017,Gaming Console,-61,549390699,405174992
23467,Smart TV,-82,631064581,204157565
650,Laptop,-85,749089447,27880512
13743,Gaming Console,-95,392142374,373116136
11915,Laptop,-58,57170037,354855907
21692,Smart TV,-55,791327944,702426805
15355,Gaming Console,-83,641571466,383490041
22508,Laptop,-72,646403238,838321575
17835,Tablet,-78,206851106,104306515
21856,Laptop,-89,537948679,382768008
11152,Smartphone,-91,644762024,691957285
4084,Smart Speaker,-94,387071771,442869552
7079,Gaming Console,-88,543457372,425740607
7271,Security Camera,-100,466343067,210162043
947,Laptop,-83,841112231,685916856
9526,Smart Speaker,-60,948683231,210611404
7327,Smartphone,-54,974799390,173940511
19461,Smartphone,-79,143502231,88790378
9584,Smart Speaker,-61,144792072,947367795
12682,Desktop,-57,204078867,792203905
4585,Printer,-97,798941773,25310298
6596,Desktop,-52,102459617,876581794
7231,Gaming Console,-65,18108238,404697979
7373,Gaming Console,-98,504898401,373128868
13392,Smart Speaker,-51,413467840,321017471
5702,Smartwatch,-52,122577216,662005702
17070,Laptop,-76,719268933,393693894
1115,Laptop,-75,737625543,336384704
8446,Smart Speaker,-62,195775079,112376234
21971,Gaming Console,-86,941915038,354372778
20841,Smartwatch,-92,923046004,377697198
23051,Laptop,-86,593640324,232766563
15507,Smart TV,-71,26555553,890710575
19482,Laptop,-53,553748391,229623936
1812,Desktop,-85,870190056,971032812
15168,Smartwatch,-54,756875635,695103041
17794,Tablet,-74,111013765,783121654
13513,Printer,-67,670464217,698041854
19057,Desktop,-72,545207623,164933254
5307,Smart TV,-88,925293409,333681402
21347,Smart Speaker,-99,105277985,749964608
20966,Desktop,-85,130035283,710405141
4990,Printer,-90,686529921,457607760
10912,Smartwatch,-81,355681215,825369062
13902,Smartwatch,-96,681106575,202961154
9640,Printer,-81,89740871,569123299
14155,Smart TV,-89,876000026,652560217
7215,Smartphone,-74,730736884,523418334
429,Smartphone,-70,410683010,256130063
9496,Smart TV,-58,729581737,417055031
7526,Security Camera,-90,939916908,53674412
16115,Tablet,-65,105895188,733063197
21262,Smartwatch,-78,866231078,220613127
10466,Smart Speaker,-84,808998026,284654662
7762,Gaming Console,-96,160990318,211024678
20526,Smart TV,-87,585831837,609004700
14685,Laptop,-86,89236941,928755428
23399,Smart TV,-87,622174019,671843319
4361,Security Camera,-82,82385648,543834030
21647,Desktop,-94,258629133,563718884
10216,Smartwatch,-82,481909548,495118272
6636,Desktop,-57,424366716,117965731
15408,Smart Speaker,-80,263269292,887475080
5984,Laptop,-62,147147885,53314286
15811,Smart Speaker,-85,371805094,705197819
6287,Smartphone,-94,473400305,727998969
7843,Desktop,-93,54400385,398947190
22324,Gaming Console,-64,965216206,380610564
4924,Laptop,-67,423559938,483528379
3796,Security Camera,-63,707098063,636610529
14610,Security Camera,-93,375502582,947496889
20985,Printer,-93,470135439,687106711
11428,Smart Speaker,-74,954912441,917627785
21014,Gaming Console,-57,951392905,417090618
2028,Smartphone,-68,782206648,700740063
13909,Printer,-92,711540849,91661818
11189,Laptop,-86,490482449,17993582
17568,Laptop,-56,951832026,178545689
17124,Smart TV,-90,862712876,752868674
21959,Smart TV,-53,462650892,715384723
4179,Tablet,-74,523111671,422481857
3776,Smartphone,-73,464042510,64393701
17966,Printer,-98,411933506,233237984
17425,Smart Speaker,-79,900607873,509007539
8215,Smartphone,-51,101421522,253496182
4239,Smartwatch,-89,573627362,847561230
13444,Laptop,-80,516411812,360273840
2612,Smartwatch,-65,138515087,987140470
1564,Gaming Console,-97,352594277,618924573
12123,Printer,-99,964462285,600111703
19662,Smartphone,-91,718447608,291913172
19964,Gaming Console,-84,466133752,866177117
16214,Printer,-89,444062975,484680719
15870,Printer,-81,410795911,556228083
7598,Security Camera,-79,359029778,440169975
216,Gaming Console,-83,172969501,956164440
21962,Smartwatch,-89,106650223,542085715
14876,Smartphone,-92,677357512,437908284
4769,Desktop,-65,150378573,685666178
22271,Gaming Console,-52,763333389,575747910
16937,Gaming Console,-97,339538115,871695257
12037,Laptop,-64,663525989,920698363
9756,Security Camera,-82,882705099,274744165
23278,Gaming Console,-67,856139427,151428170
18651,Gaming Console,-56,656414177,164032344
16627,Smart Speaker,-64,836084429,747781811
11746,Tablet,-70,288996384,898928395
18883,Desktop,-99,622906059,659771183
17122,Smart Speaker,-51,320043227,861748604
18400,Printer,-91,338406000,916090845
15435,Smart TV,-67,591434196,56266899
5623,Smart TV,-54,783478455,986705056
2559,Smartwatch,-72,507954986,461303128
4069,Tablet,-67,587908772,959560743
16425,Security Camera,-83,924927534,107804044
445,Security Camera,-52,315098497,636644478
19714,Smartphone,-75,323119773,682579878
12833,Tablet,-59,368481158,498622692
15405,Printer,-77,199245217,121408547
2292,Gaming Console,-81,882083587,877245686
11193,Smart Speaker,-69,982733868,802231760
7758,Gaming Console,-95,57263397,804365759
8412,Laptop,-85,29950311,203151644
22011,Smartphone,-66,472229355,288361098
3227,Desktop,-51,498556759,816049289
19592,Smart TV,-85,12815287,547000934
20488,Desktop,-78,791753170,710087831
14652,Printer,-97,917377730,718905971
4558,Gaming Console,-76,298733308,714862735
19048,Smart Speaker,-94,643465893,761706791
15255,Desktop,-68,49063737,424938862
6593,Printer,-80,935330292,362617076
4415,Smart TV,-81,257281119,79695287
18876,Smartwatch,-81,370261243,704858913
10882,Smartphone,-55,359349415,694573398
8035,Laptop,-90,454704375,29916706
20819,Smartwatch,-80,952876273,924986536
16711,Smart TV,-99,81941127,747323473
21305,Smart TV,-80,84145318,248031682
14810,Smartphone,-54,113354800,221780388
14329,Tablet,-55,186414358,477285855
19259,Smartwatch,-99,359233670,687801676
23682,Smartphone,-55,848915778,20555595
18429,Printer,-59,786396670,340262821
7208,Desktop,-81,285692537,349466971
7999,Printer,-88,827869162,322776191
3188,Smartwatch,-74,677151666,518670107
6855,Gaming Console,-61,442535553,648686659
1623,Smart TV,-68,588849974,83577543
22596,Desktop,-78,829094437,759737652
3549,Gaming Console,-96,213802676,211212496
6422,Printer,-74,58198757,268004780
1239,Security Camera,-52,9751423,569755207
12810,Security Camera,-84,632890399,897605566
17536,Printer,-89,348351751,301340000
8494,Desktop,-52,819941646,344571165
9811,Tablet,-68,57070782,231111379
2154,Printer,-94,930900522,21190939
7441,Desktop,-92,819682735,894462588
23093,Security Camera,-57,544639733,408333768
12903,Laptop,-83,563376438,667202331
7463,Laptop,-63,519073807,732050124
16533,Smart TV,-69,34624343,565083987
20163,Smartphone,-66,60475887,73012861
15353,Desktop,-65,45447133,527778109
9161,Laptop,-75,996131374,790213470
5359,Smartphone,-93,252962537,422402383
1324,Printer,-57,417574793,521919407
6591,Tablet,-50,361161325,535573123
22447,Desktop,-75,209473736,5483457
8687,Desktop,-78,961553551,58122851
9199,Smart TV,-65,872092773,648576546
10115,Desktop,-86,299352633,257313044
4568,Security Camera,-81,46365100,921879802
19998,Desktop,-100,299454569,808708654
16088,Printer,-76,237942233,268601163
14574,Gaming Console,-79,145676323,225048526
20243,Tablet,-73,644767888,482388607
5758,Smart TV,-90,332432053,687313524
7441,Gaming Console,-51,91274445,314051680
22849,Desktop,-84,902060662,545574079
11098,Gaming Console,-52,899109630,800527636
1266,Smart TV,-55,808636407,411193811
16693,Smartwatch,-74,653770042,508519173
1404,Security Camera,-95,97683753,849720986
3839,Printer,-69,694048582,367925540
6458,Smart Speaker,-62,700083517,470809074
12867,Smart Speaker,-91,803457718,874344926
14988,Gaming Console,-57,809275737,809598348
22122,Desktop,-82,592245554,176797382
16240,Smartphone,-80,414100182,357407060
15952,Tablet,-99,77860655,685509187
19759,Security Camera,-75,227180395,93823141
13826,Tablet,-68,162769106,633627169
10326,Smart TV,-60,506819661,541534776
19050,Gaming Console,-50,848412412,106073815
17548,Smart Speaker,-84,335448192,311489446
255,Laptop,-68,28623263,72347208
16473,Desktop,-68,1721510,708067308
21947,Smart Speaker,-52,550746633,697626173
1781,Smartphone,-66,12095626,448445022
14245,Desktop,-79,924095415,322124980
19022,Smart Speaker,-97,942770319,593371742
2156,Desktop,-95,833689856,118285943
7523,Tablet,-91,19013643,476155057
10279,Tablet,-57,496026250,935380499
16249,Smartphone,-67,354340632,536370076
17701,Printer,-57,835451826,164383305
5214,Laptop,-57,389222708,745170309
11735,Smartwatch,-89,995774147,427829468
18417,Desktop,-100,398818780,125489551
1668,Smart Speaker,-62,188248988,605232517
7099,Smartwatch,-76,24584359,861829313
17009,Laptop,-88,662487430,40858198
8128,Smart Speaker,-97,514682317,913705475
13813,Gaming Console,-82,218926019,633391395
16930,Printer,-92,23972618,877783852
21908,Security Camera,-69,142171475,614461833
21342,Smart TV,-72,146021628,682341316
6035,Printer,-52,104366079,946763773
11595,Smart Speaker,-67,19694947,365447353
11295,Desktop,-55,142810590,634978606
21316,Desktop,-66,186592445,715330374
13189,Gaming Console,-50,971502567,597991782
4997,Laptop,-78,898522242,825126091
10395,Smart Speaker,-67,921011781,305197071
18100,Desktop,-67,919095803,267104037
4868,Smartwatch,-50,840686904,100148750
19797,Smartphone,-93,871031643,71319263
2174,Security Camera,-78,398403464,562856402
784,Smart TV,-73,417535515,65531218
17239,Smart TV,-86,586266599,491462889
1627,Laptop,-68,226566561,360032653
6190,Gaming Console,-92,699149876,16196792
20228,Smartwatch,-82,949600731,71785219
14331,Smart Speaker,-58,754384452,806286162
15222,Smartphone,-60,437175212,294454204
10345,Printer,-73,393546479,882134421
16714,Security Camera,-77,970174367,418296317
1445,Smartwatch,-80,420513367,843251370
2639,Security Camera,-56,835670627,405518246
14370,Tablet,-66,709632056,690044341
8761,Smart TV,-63,519683326,900277275
20995,Laptop,-76,192601815,197186385
4076,Printer,-65,66737806,523808047
7579,Tablet,-82,373544814,927314577
15823,Smart TV,-79,517984850,165628108
13872,Tablet,-96,59047122,408854772
